scrap_email_ems.py ver 0.1.5 zf200410.1713
"URL","Nom","email"
"https://www.heviva.ch/institutions/detail/ems/sylvabelle-epsm.html","SYLVABELLE, EPSM","kiny.mottier@altage.ch"
"https://www.heviva.ch/institutions/detail/ems/terrasse-ems-la.html","TERRASSE, EMS LA","info@ems-laterrasse.ch"
"https://www.heviva.ch/institutions/detail/ems/terrasse-lp-de-lems-la.html","TERRASSE, LP de l'EMS la","info@ems-laterrasse.ch"
"https://www.heviva.ch/institutions/detail/ems/tilleuls-epsm-les.html","TILLEULS, EPSM LES","claude.paponnet@altage.ch"
"https://www.heviva.ch/institutions/detail/ems/quai-uatp-le.html","UATP LE QUAI","uatplequai@fondation-saphir.ch"
"https://www.heviva.ch/institutions/detail/ems/veillee-ems-la.html","VEILLEE, EMS LA","info@la-veillee.ch"
"https://www.heviva.ch/institutions/detail/ems/venoge-la-site-de-la-sarraz.html","VENOGE LA, SITE DE LA SARRAZ","info@fondation-lavenoge.ch"
"https://www.heviva.ch/institutions/detail/ems/venoge-la-site-de-penthalaz-ems.html","VENOGE LA, SITE DE PENTHALAZ, EMS","info@fondation-lavenoge.ch"
"https://www.heviva.ch/institutions/detail/ems/venoge-penthalaz-cat-de-la.html","VENOGE PENTHALAZ, CAT de la","info@fondation-lavenoge.ch"
"https://www.heviva.ch/institutions/detail/ems/venoge-penthalaz-lp-de-lems-la.html","VENOGE PENTHALAZ, LP de l'EMS la",""
"https://www.heviva.ch/institutions/detail/ems/vergers-de-la-longeraie-lp-les.html","VERGERS DE LA LONGERAIE, LP Les","astrid.grangier@paixdusoir.ch"
"https://www.heviva.ch/institutions/detail/ems/verney-cat-le.html","VERNEY, CAT le","info@bellesaison.ch"
"https://www.heviva.ch/institutions/detail/ems/vernie-ems-la.html","VERNIE, EMS LA","veinfo@fondationlaprimerose.ch"
